DISTRITO_NORM,PROVINCIA_NORM,ANIO,MES,ira_no_neumonia,neumonias_men5,neumonias_60mas,hospitalizados_men5,hospitalizados_60mas,defunciones_men5,defunciones_60mas,TOTAL_CASOS,POBLACION,TASA_INCIDENCIA
MARIANO NICOLAS VALCARCEL,CAMANA,2021,7,73,0,0,0,0,0,0,73,8863.0,8.236488773552974
MARIANO NICOLAS VALCARCEL,CAMANA,2021,8,57,2,0,0,0,0,0,59,8863.0,6.656888186844184
MARIANO NICOLAS VALCARCEL,CAMANA,2021,9,77,1,0,0,0,0,0,78,8863.0,8.800631840234683
MARIANO NICOLAS VALCARCEL,CAMANA,2021,10,68,0,0,0,0,0,0,68,8863.0,7.672345706871263
MARIANO NICOLAS VALCARCEL,CAMANA,2021,11,60,1,0,0,0,0,0,61,8863.0,6.882545413516868
MARIANO NICOLAS VALCARCEL,CAMANA,2021,12,145,0,0,0,0,0,0,145,8863.0,16.360148933769604
MARIANO NICOLAS VALCARCEL,CAMANA,2022,1,104,1,0,0,0,0,0,105,9273.0,11.323196376577158
MARIANO NICOLAS VALCARCEL,CAMANA,2022,2,48,0,0,0,0,0,0,48,9273.0,5.176318343578131
MARIANO NICOLAS VALCARCEL,CAMANA,2022,3,70,0,0,0,0,0,0,70,9273.0,7.548797584384773
MARIANO NICOLAS VALCARCEL,CAMANA,2022,4,165,0,0,0,0,0,0,165,9273.0,17.793594306049823
MARIANO NICOLAS VALCARCEL,CAMANA,2022,5,177,4,1,0,0,0,0,182,9273.0,19.62687371940041
MARIANO NICOLAS VALCARCEL,CAMANA,2022,6,161,1,0,0,0,0,0,162,9273.0,17.47007440957619
MARIANO NICOLAS VALCARCEL,CAMANA,2022,7,117,0,0,0,0,0,0,117,9273.0,12.617275962471691
MARIANO NICOLAS VALCARCEL,CAMANA,2022,8,124,1,0,0,0,0,0,125,9273.0,13.47999568640138
MARIANO NICOLAS VALCARCEL,CAMANA,2022,9,114,0,0,0,0,0,0,114,9273.0,12.293756065998059
MARIANO NICOLAS VALCARCEL,CAMANA,2022,10,117,2,0,0,0,0,0,119,9273.0,12.832955893454114
MARIANO NICOLAS VALCARCEL,CAMANA,2022,11,83,0,0,0,0,0,0,83,9273.0,8.950717135770518
MARIANO NICOLAS VALCARCEL,CAMANA,2022,12,196,1,2,0,1,0,1,199,9273.0,21.460153132750996
MARIANO NICOLAS VALCARCEL,CAMANA,2023,1,50,0,0,0,0,0,0,50,9682.0,5.16422226812642
MARIANO NICOLAS VALCARCEL,CAMANA,2023,2,42,0,0,0,0,0,0,42,9682.0,4.337946705226193
MARIANO NICOLAS VALCARCEL,CAMANA,2023,3,50,0,0,0,0,0,0,50,9682.0,5.16422226812642
MARIANO NICOLAS VALCARCEL,CAMANA,2023,4,102,0,0,0,0,0,0,102,9682.0,10.535013426977898
MARIANO NICOLAS VALCARCEL,CAMANA,2023,5,153,2,0,0,0,0,0,155,9682.0,16.009089031191905
MARIANO NICOLAS VALCARCEL,CAMANA,2023,6,120,2,0,0,0,0,0,122,9682.0,12.600702334228464
MARIANO NICOLAS VALCARCEL,CAMANA,2023,7,128,0,0,0,0,0,0,128,9682.0,13.220409006403635
MARIANO NICOLAS VALCARCEL,CAMANA,2023,8,66,0,0,0,0,0,0,66,9682.0,6.816773393926875
MARIANO NICOLAS VALCARCEL,CAMANA,2023,9,81,0,0,0,0,0,0,81,9682.0,8.3660400743648
MARIANO NICOLAS VALCARCEL,CAMANA,2023,10,70,0,1,0,0,0,0,71,9682.0,7.333195620739517
MARIANO NICOLAS VALCARCEL,CAMANA,2023,11,94,1,0,0,0,0,0,95,9682.0,9.812022309440197
MARIANO NICOLAS VALCARCEL,CAMANA,2023,12,166,1,0,0,0,0,0,167,9682.0,17.24850237554224
MARISCAL CACERES,CAMANA,2021,1,13,0,0,0,0,0,0,13,6512.0,1.9963144963144963
MARISCAL CACERES,CAMANA,2021,2,6,0,0,0,0,0,0,6,6512.0,0.9213759213759214
MARISCAL CACERES,CAMANA,2021,3,9,0,0,0,0,0,0,9,6512.0,1.382063882063882
MARISCAL CACERES,CAMANA,2021,4,13,0,0,0,0,0,0,13,6512.0,1.9963144963144963
MARISCAL CACERES,CAMANA,2021,5,22,0,0,0,0,0,0,22,6512.0,3.3783783783783785
MARISCAL CACERES,CAMANA,2021,6,20,0,0,0,0,0,0,20,6512.0,3.071253071253071
MARISCAL CACERES,CAMANA,2021,7,11,0,0,0,0,0,0,11,6512.0,1.6891891891891893
MARISCAL CACERES,CAMANA,2021,8,20,0,0,0,0,0,0,20,6512.0,3.071253071253071
MARISCAL CACERES,CAMANA,2021,9,21,0,0,0,0,0,0,21,6512.0,3.2248157248157248
MARISCAL CACERES,CAMANA,2021,10,19,0,0,0,0,0,0,19,6512.0,2.9176904176904177
MARISCAL CACERES,CAMANA,2021,11,26,0,1,0,0,0,0,27,6512.0,4.146191646191646
MARISCAL CACERES,CAMANA,2021,12,41,0,0,0,0,0,0,41,6512.0,6.296068796068796
MARISCAL CACERES,CAMANA,2022,1,43,0,0,0,0,0,0,43,6562.0,6.552880219445291
MARISCAL CACERES,CAMANA,2022,2,25,0,1,0,0,0,0,26,6562.0,3.9622066443157573
MARISCAL CACERES,CAMANA,2022,3,18,0,0,0,0,0,0,18,6562.0,2.7430661383724475
MARISCAL CACERES,CAMANA,2022,4,59,0,0,0,0,0,0,59,6562.0,8.991161231331912
MARISCAL CACERES,CAMANA,2022,5,65,0,1,0,0,0,0,66,6562.0,10.057909174032307
MARISCAL CACERES,CAMANA,2022,6,78,1,0,0,0,0,0,79,6562.0,12.039012496190185
MARISCAL CACERES,CAMANA,2022,7,88,1,0,0,0,0,0,89,6562.0,13.562938128619324
MARISCAL CACERES,CAMANA,2022,8,69,0,0,0,0,0,0,69,6562.0,10.515086863761049
MARISCAL CACERES,CAMANA,2022,9,83,0,0,0,0,0,0,83,6562.0,12.648582749161841
MARISCAL CACERES,CAMANA,2022,10,69,0,0,0,0,0,0,69,6562.0,10.515086863761049
MARISCAL CACERES,CAMANA,2022,11,51,0,0,0,0,0,0,51,6562.0,7.772020725388601
MARISCAL CACERES,CAMANA,2022,12,161,0,0,0,0,0,0,161,6562.0,24.535202682109116
MARISCAL CACERES,CAMANA,2023,1,34,0,0,0,0,0,0,34,6605.0,5.1476154428463285
MARISCAL CACERES,CAMANA,2023,2,24,0,0,0,0,0,0,24,6605.0,3.6336109008327027
MARISCAL CACERES,CAMANA,2023,3,75,0,0,0,0,0,0,75,6605.0,11.355034065102195
MARISCAL CACERES,CAMANA,2023,4,72,0,0,0,0,0,0,72,6605.0,10.900832702498107
MARISCAL CACERES,CAMANA,2023,5,88,0,0,0,0,0,0,88,6605.0,13.323239969719909
MARISCAL CACERES,CAMANA,2023,6,117,0,0,0,0,0,0,117,6605.0,17.713853141559426
MARISCAL CACERES,CAMANA,2023,7,104,0,0,0,0,0,0,104,6605.0,15.74564723694171
MARISCAL CACERES,CAMANA,2023,8,90,0,0,0,0,0,0,90,6605.0,13.626040878122634
MARISCAL CACERES,CAMANA,2023,9,47,0,0,0,0,0,0,47,6605.0,7.115821347464043
MARISCAL CACERES,CAMANA,2023,10,64,0,2,0,0,0,0,66,6605.0,9.992429977289932
MARISCAL CACERES,CAMANA,2023,11,98,0,0,0,0,0,0,98,6605.0,14.837244511733536
MARISCAL CACERES,CAMANA,2023,12,151,0,0,0,0,0,0,151,6605.0,22.861468584405753
MEJIA,ISLAY,2021,1,1,0,0,0,0,0,0,1,1250.0,0.8
MEJIA,ISLAY,2021,2,0,0,0,0,0,0,0,0,1250.0,0.0
MEJIA,ISLAY,2021,3,0,0,0,0,0,0,0,0,1250.0,0.0
MEJIA,ISLAY,2021,4,0,0,0,0,0,0,0,0,1250.0,0.0
MEJIA,ISLAY,2021,5,0,0,0,0,0,0,0,0,1250.0,0.0
MEJIA,ISLAY,2021,7,0,0,0,0,0,0,0,0,1250.0,0.0
MEJIA,ISLAY,2021,8,3,0,0,0,0,0,0,3,1250.0,2.4
MEJIA,ISLAY,2021,9,0,0,0,0,0,0,0,0,1250.0,0.0
MEJIA,ISLAY,2021,12,3,0,0,0,0,0,0,3,1250.0,2.4
MEJIA,ISLAY,2022,1,0,0,0,0,0,0,0,0,1261.0,0.0
MEJIA,ISLAY,2022,2,21,0,1,0,0,0,0,22,1261.0,17.44647105471848
MEJIA,ISLAY,2022,3,0,0,0,0,0,0,0,0,1261.0,0.0
MEJIA,ISLAY,2022,4,2,0,0,0,0,0,0,2,1261.0,1.5860428231562251
MEJIA,ISLAY,2022,5,0,0,1,0,0,0,1,1,1261.0,0.7930214115781126
MEJIA,ISLAY,2022,6,2,0,0,0,0,0,0,2,1261.0,1.5860428231562251
MEJIA,ISLAY,2022,8,3,0,0,0,0,0,0,3,1261.0,2.379064234734338
MEJIA,ISLAY,2022,9,3,0,0,0,0,0,0,3,1261.0,2.379064234734338
MEJIA,ISLAY,2022,10,3,0,0,0,0,0,0,3,1261.0,2.379064234734338
MEJIA,ISLAY,2022,11,0,0,0,0,0,0,0,0,1261.0,0.0
MEJIA,ISLAY,2022,12,14,0,0,0,0,0,0,14,1261.0,11.102299762093576
MEJIA,ISLAY,2023,1,3,0,0,0,0,0,0,3,1272.0,2.3584905660377355
MEJIA,ISLAY,2023,2,2,0,0,0,0,0,0,2,1272.0,1.5723270440251573
MEJIA,ISLAY,2023,3,3,0,0,0,0,0,0,3,1272.0,2.3584905660377355
MEJIA,ISLAY,2023,4,2,0,0,0,0,0,0,2,1272.0,1.5723270440251573
MEJIA,ISLAY,2023,5,1,0,0,0,0,0,0,1,1272.0,0.7861635220125787
MEJIA,ISLAY,2023,6,2,0,0,0,0,0,0,2,1272.0,1.5723270440251573
MEJIA,ISLAY,2023,7,4,0,0,0,0,0,0,4,1272.0,3.1446540880503147
MEJIA,ISLAY,2023,8,3,0,1,0,0,0,0,4,1272.0,3.1446540880503147
MEJIA,ISLAY,2023,9,3,0,0,0,0,0,0,3,1272.0,2.3584905660377355
MEJIA,ISLAY,2023,10,9,0,0,0,0,0,0,9,1272.0,7.0754716981132075
MEJIA,ISLAY,2023,11,0,0,0,0,0,0,0,0,1272.0,0.0
MEJIA,ISLAY,2023,12,4,0,0,0,0,0,0,4,1272.0,3.1446540880503147
MIRAFLORES,AREQUIPA,2021,1,149,2,30,1,20,0,1,181,65064.0,2.7818763064060006
MIRAFLORES,AREQUIPA,2021,2,105,0,29,0,16,0,1,134,65064.0,2.0595106356817903
MIRAFLORES,AREQUIPA,2021,3,99,1,19,1,8,0,1,119,65064.0,1.8289684003442765
MIRAFLORES,AREQUIPA,2021,4,145,3,25,3,16,0,1,173,65064.0,2.658920447559326
MIRAFLORES,AREQUIPA,2021,5,171,0,38,0,27,0,0,209,65064.0,3.2122218123693593
MIRAFLORES,AREQUIPA,2021,6,170,0,48,0,27,0,0,218,65064.0,3.350547153571868
MIRAFLORES,AREQUIPA,2021,7,160,9,20,2,7,0,0,189,65064.0,2.9048321652526745
MIRAFLORES,AREQUIPA,2021,8,225,2,9,2,4,0,0,236,65064.0,3.6271978359768844
MIRAFLORES,AREQUIPA,2021,9,216,1,4,1,2,0,0,221,65064.0,3.39665560063937
MIRAFLORES,AREQUIPA,2021,10,192,1,2,1,0,0,0,195,65064.0,2.99704905938768
MIRAFLORES,AREQUIPA,2021,11,202,2,4,1,4,0,1,208,65064.0,3.196852330013525
MIRAFLORES,AREQUIPA,2021,12,469,7,19,3,14,0,5,495,65064.0,7.607893766137956
MIRAFLORES,AREQUIPA,2022,1,320,3,7,2,3,0,1,330,66339.0,4.9744494188938635
MIRAFLORES,AREQUIPA,2022,2,151,1,8,0,6,0,1,160,66339.0,2.4118542637061156
MIRAFLORES,AREQUIPA,2022,3,199,0,6,0,5,0,0,205,66339.0,3.0901882753734604
MIRAFLORES,AREQUIPA,2022,4,516,11,7,3,4,0,0,534,66339.0,8.049563605119161
MIRAFLORES,AREQUIPA,2022,5,506,9,7,2,4,0,2,522,66339.0,7.868674535341203
MIRAFLORES,AREQUIPA,2022,6,691,16,4,3,1,0,0,711,66339.0,10.717677384344052
MIRAFLORES,AREQUIPA,2022,7,616,5,6,3,4,0,2,627,66339.0,9.45145389589834
MIRAFLORES,AREQUIPA,2022,8,410,4,4,0,2,0,1,418,66339.0,6.300969263932227
MIRAFLORES,AREQUIPA,2022,9,495,1,4,0,2,0,0,500,66339.0,7.5370445740816105
MIRAFLORES,AREQUIPA,2022,10,472,2,4,1,2,0,2,478,66339.0,7.20541461282202
MIRAFLORES,AREQUIPA,2022,11,413,3,5,0,5,0,1,421,66339.0,6.346191531376716
MIRAFLORES,AREQUIPA,2022,12,863,8,13,2,10,0,5,884,66339.0,13.325494806976288
MIRAFLORES,AREQUIPA,2023,1,198,2,4,0,2,0,1,204,67508.0,3.0218640753688453
MIRAFLORES,AREQUIPA,2023,2,234,2,2,0,0,0,0,238,67508.0,3.5255080879303193
MIRAFLORES,AREQUIPA,2023,3,414,5,5,2,0,0,1,424,67508.0,6.280737097825443
MIRAFLORES,AREQUIPA,2023,4,804,5,13,2,3,0,5,822,67508.0,12.176334656633289
MIRAFLORES,AREQUIPA,2023,5,735,16,5,5,3,0,1,756,67508.0,11.198672749896309
MIRAFLORES,AREQUIPA,2023,6,728,14,6,11,3,0,2,748,67508.0,11.080168276352431
MIRAFLORES,AREQUIPA,2023,7,672,20,10,10,2,0,1,702,67508.0,10.398767553475144
MIRAFLORES,AREQUIPA,2023,8,438,5,5,1,2,0,0,448,67508.0,6.6362505184570715
MIRAFLORES,AREQUIPA,2023,9,517,5,1,1,0,0,0,523,67508.0,7.747229957930912
MIRAFLORES,AREQUIPA,2023,10,438,3,4,0,2,0,0,445,67508.0,6.591811340878118
MIRAFLORES,AREQUIPA,2023,11,388,3,3,0,2,0,0,394,67508.0,5.836345322035907
MIRAFLORES,AREQUIPA,2023,12,840,8,5,1,2,1,1,853,67508.0,12.635539491615809
MOLLEBAYA,AREQUIPA,2021,1,10,0,0,0,0,0,0,10,7363.0,1.3581420616596496
MOLLEBAYA,AREQUIPA,2021,2,4,0,0,0,0,0,0,4,7363.0,0.5432568246638598
MOLLEBAYA,AREQUIPA,2021,3,4,1,0,1,0,0,0,5,7363.0,0.6790710308298248
MOLLEBAYA,AREQUIPA,2021,4,9,0,0,0,0,0,0,9,7363.0,1.2223278554936847
MOLLEBAYA,AREQUIPA,2021,5,16,1,0,1,0,0,0,17,7363.0,2.308841504821404
MOLLEBAYA,AREQUIPA,2021,6,13,0,0,0,0,0,0,13,7363.0,1.7655846801575443
MOLLEBAYA,AREQUIPA,2021,7,15,0,0,0,0,0,0,15,7363.0,2.0372130924894742
MOLLEBAYA,AREQUIPA,2021,8,21,0,0,0,0,0,0,21,7363.0,2.852098329485264
MOLLEBAYA,AREQUIPA,2021,9,21,0,0,0,0,0,0,21,7363.0,2.852098329485264
MOLLEBAYA,AREQUIPA,2021,10,25,0,0,0,0,0,0,25,7363.0,3.395355154149124
MOLLEBAYA,AREQUIPA,2021,11,11,0,0,0,0,0,0,11,7363.0,1.4939562678256146
MOLLEBAYA,AREQUIPA,2021,12,39,0,1,0,1,0,0,40,7363.0,5.432568246638598
MOLLEBAYA,AREQUIPA,2022,1,59,0,0,0,0,0,0,59,7727.0,7.635563608127346
MOLLEBAYA,AREQUIPA,2022,2,24,0,0,0,0,0,0,24,7727.0,3.105991976187395
MOLLEBAYA,AREQUIPA,2022,3,22,0,1,0,1,0,0,23,7727.0,2.976575643846253
MOLLEBAYA,AREQUIPA,2022,4,59,1,1,1,1,0,0,61,7727.0,7.894396272809629
MOLLEBAYA,AREQUIPA,2022,5,76,2,0,1,0,0,0,78,7727.0,10.094473922609033
MOLLEBAYA,AREQUIPA,2022,6,79,0,0,0,0,0,0,79,7727.0,10.223890254950176
MOLLEBAYA,AREQUIPA,2022,7,81,0,1,0,1,0,0,82,7727.0,10.6121392519736
MOLLEBAYA,AREQUIPA,2022,8,64,0,0,0,0,0,0,64,7727.0,8.282645269833054
MOLLEBAYA,AREQUIPA,2022,9,62,0,0,0,0,0,0,62,7727.0,8.02381260515077
MOLLEBAYA,AREQUIPA,2022,10,50,2,2,1,0,0,0,54,7727.0,6.988481946421638
MOLLEBAYA,AREQUIPA,2022,11,43,0,0,0,0,0,0,43,7727.0,5.564902290669083
MOLLEBAYA,AREQUIPA,2022,12,121,0,0,0,0,0,0,121,7727.0,15.659376213278117
MOLLEBAYA,AREQUIPA,2023,1,38,0,0,0,0,0,0,38,8090.0,4.697156983930779
MOLLEBAYA,AREQUIPA,2023,2,17,0,0,0,0,0,0,17,8090.0,2.1013597033374536
MOLLEBAYA,AREQUIPA,2023,3,25,0,1,0,0,0,0,26,8090.0,3.2138442521631645
MOLLEBAYA,AREQUIPA,2023,4,65,0,0,0,0,0,0,65,8090.0,8.034610630407911
MOLLEBAYA,AREQUIPA,2023,5,49,0,1,0,0,0,0,50,8090.0,6.1804697156983925
MOLLEBAYA,AREQUIPA,2023,6,48,0,0,0,0,0,0,48,8090.0,5.933250927070457
MOLLEBAYA,AREQUIPA,2023,7,46,0,2,0,0,0,0,48,8090.0,5.933250927070457
MOLLEBAYA,AREQUIPA,2023,8,37,0,0,0,0,0,0,37,8090.0,4.573547589616811
MOLLEBAYA,AREQUIPA,2023,9,57,0,0,0,0,0,0,57,8090.0,7.045735475896168
MOLLEBAYA,AREQUIPA,2023,10,47,0,0,0,0,0,0,47,8090.0,5.80964153275649
MOLLEBAYA,AREQUIPA,2023,11,38,0,0,0,0,0,0,38,8090.0,4.697156983930779
MOLLEBAYA,AREQUIPA,2023,12,82,1,0,0,0,0,0,83,8090.0,10.259579728059332
MOLLENDO,ISLAY,2021,1,32,1,9,1,5,0,0,42,26658.0,1.5755120414134594
MOLLENDO,ISLAY,2021,2,48,0,15,0,7,0,0,63,26658.0,2.363268062120189
MOLLENDO,ISLAY,2021,3,43,0,12,0,0,0,0,55,26658.0,2.0631705304223873
MOLLENDO,ISLAY,2021,4,45,1,8,0,1,0,1,54,26658.0,2.025658338960162
MOLLENDO,ISLAY,2021,5,70,0,13,0,0,0,0,83,26658.0,3.1135118913646935
MOLLENDO,ISLAY,2021,6,59,0,14,0,1,0,0,73,26658.0,2.7383899767424413
MOLLENDO,ISLAY,2021,7,59,0,4,0,1,0,0,63,26658.0,2.363268062120189
MOLLENDO,ISLAY,2021,8,73,0,2,0,0,0,0,75,26658.0,2.813414359666892
MOLLENDO,ISLAY,2021,9,85,0,8,0,0,0,0,93,26658.0,3.4886338059869457
MOLLENDO,ISLAY,2021,10,83,1,7,0,1,0,1,91,26658.0,3.4136094230624954
MOLLENDO,ISLAY,2021,11,140,5,11,0,0,0,0,156,26658.0,5.851901868107134
MOLLENDO,ISLAY,2021,12,245,4,4,0,2,0,2,253,26658.0,9.490584439942982
MOLLENDO,ISLAY,2022,1,255,1,6,0,1,0,1,262,26843.0,9.76045896509332
MOLLENDO,ISLAY,2022,2,77,0,3,0,0,0,0,80,26843.0,2.9802928137689526
MOLLENDO,ISLAY,2022,3,137,0,6,0,1,0,0,143,26843.0,5.327273404612003
MOLLENDO,ISLAY,2022,4,343,0,6,0,0,0,0,349,26843.0,13.001527400067056
MOLLENDO,ISLAY,2022,5,545,9,3,0,1,0,1,557,26843.0,20.750288715866333
MOLLENDO,ISLAY,2022,6,476,0,11,0,1,0,1,487,26843.0,18.1425325038185
MOLLENDO,ISLAY,2022,7,387,2,1,0,0,0,0,390,26843.0,14.528927467123644
MOLLENDO,ISLAY,2022,8,509,0,2,0,0,0,0,511,26843.0,19.03662034794919
MOLLENDO,ISLAY,2022,9,393,1,3,0,0,0,0,397,26843.0,14.789703088328427
MOLLENDO,ISLAY,2022,10,394,2,7,0,1,0,1,403,26843.0,15.0132250493611
MOLLENDO,ISLAY,2022,11,357,0,3,0,0,0,0,360,26843.0,13.411317661960288
MOLLENDO,ISLAY,2022,12,681,7,12,0,2,0,2,700,26843.0,26.077562120478337
MOLLENDO,ISLAY,2023,1,140,2,4,1,0,0,0,146,27013.0,5.404805093843705
MOLLENDO,ISLAY,2023,2,268,2,5,0,0,0,2,275,27013.0,10.180283567171362
MOLLENDO,ISLAY,2023,3,277,1,6,0,0,0,0,284,27013.0,10.513456483915151
MOLLENDO,ISLAY,2023,4,398,3,8,0,1,0,2,409,27013.0,15.14085810535668
MOLLENDO,ISLAY,2023,5,348,3,5,0,0,0,0,356,27013.0,13.178839817865473
MOLLENDO,ISLAY,2023,6,435,1,3,0,0,0,0,439,27013.0,16.251434494502647
MOLLENDO,ISLAY,2023,7,446,1,2,0,0,0,0,449,27013.0,16.62162662421797
MOLLENDO,ISLAY,2023,8,360,1,10,0,2,0,1,371,27013.0,13.734128012438454
MOLLENDO,ISLAY,2023,9,365,2,9,0,0,0,0,376,27013.0,13.919224077296116
MOLLENDO,ISLAY,2023,10,316,3,4,0,0,0,0,323,27013.0,11.95720578980491
MOLLENDO,ISLAY,2023,11,248,3,3,0,1,0,1,254,27013.0,9.402880094769184
MOLLENDO,ISLAY,2023,12,615,5,11,1,0,1,0,631,27013.0,23.359123385036835
NICOLAS DE PIEROLA,CAMANA,2021,1,12,0,0,0,0,0,0,12,7843.0,1.5300267754685708
NICOLAS DE PIEROLA,CAMANA,2021,2,19,0,0,0,0,0,0,19,7843.0,2.4225423944919036
NICOLAS DE PIEROLA,CAMANA,2021,3,15,0,1,0,0,0,0,16,7843.0,2.040035700624761
NICOLAS DE PIEROLA,CAMANA,2021,4,28,0,0,0,0,0,0,28,7843.0,3.5700624760933315
NICOLAS DE PIEROLA,CAMANA,2021,5,14,0,1,0,0,0,0,15,7843.0,1.9125334693357134
NICOLAS DE PIEROLA,CAMANA,2021,6,11,0,0,0,0,0,0,11,7843.0,1.402524544179523
NICOLAS DE PIEROLA,CAMANA,2021,7,30,0,0,0,0,0,0,30,7843.0,3.825066938671427
NICOLAS DE PIEROLA,CAMANA,2021,8,29,0,0,0,0,0,0,29,7843.0,3.697564707382379
NICOLAS DE PIEROLA,CAMANA,2021,9,29,0,0,0,0,0,0,29,7843.0,3.697564707382379
NICOLAS DE PIEROLA,CAMANA,2021,10,30,0,0,0,0,0,0,30,7843.0,3.825066938671427
NICOLAS DE PIEROLA,CAMANA,2021,11,34,0,0,0,0,0,0,34,7843.0,4.335075863827617
NICOLAS DE PIEROLA,CAMANA,2021,12,46,0,0,0,0,0,0,46,7843.0,5.865102639296188
NICOLAS DE PIEROLA,CAMANA,2022,1,51,0,1,0,0,0,0,52,7949.0,6.541703358913071
NICOLAS DE PIEROLA,CAMANA,2022,2,23,0,0,0,0,0,0,23,7949.0,2.8934457164423195
NICOLAS DE PIEROLA,CAMANA,2022,3,29,0,0,0,0,0,0,29,7949.0,3.648257642470751
NICOLAS DE PIEROLA,CAMANA,2022,4,55,0,0,0,0,0,0,55,7949.0,6.919109321927286
NICOLAS DE PIEROLA,CAMANA,2022,5,82,0,1,0,0,0,0,83,7949.0,10.441564976726632
NICOLAS DE PIEROLA,CAMANA,2022,6,66,0,0,0,0,0,0,66,7949.0,8.302931186312744
NICOLAS DE PIEROLA,CAMANA,2022,7,68,0,1,0,1,0,1,69,7949.0,8.68033714932696
NICOLAS DE PIEROLA,CAMANA,2022,8,45,0,0,0,0,0,0,45,7949.0,5.661089445213235
NICOLAS DE PIEROLA,CAMANA,2022,9,52,0,1,0,0,0,0,53,7949.0,6.667505346584476
NICOLAS DE PIEROLA,CAMANA,2022,10,50,0,0,0,0,0,0,50,7949.0,6.2900993835702605
NICOLAS DE PIEROLA,CAMANA,2022,11,51,0,0,0,0,0,0,51,7949.0,6.415901371241666
NICOLAS DE PIEROLA,CAMANA,2022,12,102,1,1,0,1,0,1,104,7949.0,13.083406717826142
NICOLAS DE PIEROLA,CAMANA,2023,1,31,1,0,0,0,0,0,32,8047.0,3.976637256120293
NICOLAS DE PIEROLA,CAMANA,2023,2,30,0,0,0,0,0,0,30,8047.0,3.728097427612775
NICOLAS DE PIEROLA,CAMANA,2023,3,50,0,0,0,0,0,0,50,8047.0,6.213495712687958
NICOLAS DE PIEROLA,CAMANA,2023,4,58,1,0,0,0,0,0,59,8047.0,7.331924940971791
NICOLAS DE PIEROLA,CAMANA,2023,5,63,0,0,0,0,0,0,63,8047.0,7.8290045979868275
NICOLAS DE PIEROLA,CAMANA,2023,6,95,1,1,0,0,0,0,97,8047.0,12.054181682614638
NICOLAS DE PIEROLA,CAMANA,2023,7,101,0,1,0,0,0,0,102,8047.0,12.675531253883435
NICOLAS DE PIEROLA,CAMANA,2023,8,50,0,0,0,0,0,0,50,8047.0,6.213495712687958
NICOLAS DE PIEROLA,CAMANA,2023,9,50,0,0,0,0,0,0,50,8047.0,6.213495712687958
NICOLAS DE PIEROLA,CAMANA,2023,10,61,0,1,0,0,0,0,62,8047.0,7.704734683733068
NICOLAS DE PIEROLA,CAMANA,2023,11,50,0,0,0,0,0,0,50,8047.0,6.213495712687958
NICOLAS DE PIEROLA,CAMANA,2023,12,91,0,0,0,0,0,0,91,8047.0,11.308562197092083
OCOA,CAMANA,2021,1,19,0,0,0,0,0,0,19,,
OCOA,CAMANA,2021,2,15,0,3,0,0,0,0,18,,
OCOA,CAMANA,2021,3,12,0,0,0,0,0,0,12,,
OCOA,CAMANA,2021,4,12,0,2,0,0,0,0,14,,
OCOA,CAMANA,2021,5,38,0,1,0,0,0,0,39,,
OCOA,CAMANA,2021,6,33,0,1,0,0,0,0,34,,
OCOA,CAMANA,2021,7,29,0,2,0,0,0,0,31,,
OCOA,CAMANA,2021,8,29,0,1,0,0,0,0,30,,
OCOA,CAMANA,2021,9,26,0,1,0,0,0,0,27,,
OCOA,CAMANA,2021,10,28,0,0,0,0,0,0,28,,
OCOA,CAMANA,2021,11,35,0,0,0,0,0,0,35,,
OCOA,CAMANA,2021,12,67,1,1,0,0,0,0,69,,
OCOA,CAMANA,2022,1,66,0,5,0,0,0,0,71,,
OCOA,CAMANA,2022,2,26,0,0,0,0,0,0,26,,
OCOA,CAMANA,2022,3,41,0,0,0,0,0,0,41,,
OCOA,CAMANA,2022,4,93,0,1,0,0,0,0,94,,
OCOA,CAMANA,2022,5,103,0,0,0,0,0,0,103,,
OCOA,CAMANA,2022,6,75,0,3,0,0,0,0,78,,
OCOA,CAMANA,2022,7,105,1,2,0,0,0,0,108,,
OCOA,CAMANA,2022,8,85,0,2,0,0,0,0,87,,
OCOA,CAMANA,2022,9,61,0,4,0,0,0,0,65,,
OCOA,CAMANA,2022,10,74,0,2,0,0,0,0,76,,
OCOA,CAMANA,2022,11,65,0,3,0,0,0,0,68,,
OCOA,CAMANA,2022,12,113,0,6,0,1,0,0,119,,
OCOA,CAMANA,2023,1,24,0,0,0,0,0,0,24,,
OCOA,CAMANA,2023,2,22,0,0,0,0,0,0,22,,
OCOA,CAMANA,2023,3,50,0,0,0,0,0,0,50,,
OCOA,CAMANA,2023,4,75,0,0,0,0,0,0,75,,
OCOA,CAMANA,2023,5,49,0,1,0,0,0,0,50,,
OCOA,CAMANA,2023,6,95,0,0,0,0,0,0,95,,
OCOA,CAMANA,2023,7,78,0,1,0,0,0,0,79,,
OCOA,CAMANA,2023,8,50,0,0,0,0,0,0,50,,
OCOA,CAMANA,2023,9,51,0,1,0,0,0,0,52,,
OCOA,CAMANA,2023,10,67,0,2,0,0,0,0,69,,
OCOA,CAMANA,2023,11,72,0,0,0,0,0,0,72,,
OCOA,CAMANA,2023,12,139,0,1,0,0,0,0,140,,
ORCOPAMPA,CASTILLA,2021,1,11,0,0,0,0,0,0,11,8612.0,1.2772875058058524
ORCOPAMPA,CASTILLA,2021,2,6,0,0,0,0,0,0,6,8612.0,0.6967022758941013
