DISTRITO_NORM,PROVINCIA_NORM,ANIO,MES,ESTRATO,PRODUCCION
YANQUE,CAYLLOMA,2023,7,PEQUEÑO PRODUCTOR MINERO,0.0
YANQUE,CAYLLOMA,2023,8,PEQUEÑO PRODUCTOR MINERO,21.0
YANQUE,CAYLLOMA,2023,9,PEQUEÑO PRODUCTOR MINERO,18.0
YANQUE,CAYLLOMA,2023,10,PEQUEÑO PRODUCTOR MINERO,15.0
YANQUE,CAYLLOMA,2023,11,PEQUEÑO PRODUCTOR MINERO,10.0
YANQUE,CAYLLOMA,2023,12,PEQUEÑO PRODUCTOR MINERO,22.0
YANQUE,CAYLLOMA,2024,1,PEQUEÑO PRODUCTOR MINERO,15.0
YANQUE,CAYLLOMA,2024,1,PRODUCTOR MINERO ARTESANAL,0.0
YANQUE,CAYLLOMA,2024,2,PEQUEÑO PRODUCTOR MINERO,0.0
YANQUE,CAYLLOMA,2024,2,PRODUCTOR MINERO ARTESANAL,26.0
YANQUE,CAYLLOMA,2024,3,PEQUEÑO PRODUCTOR MINERO,0.0
YANQUE,CAYLLOMA,2024,3,PRODUCTOR MINERO ARTESANAL,0.0
YANQUE,CAYLLOMA,2024,4,PEQUEÑO PRODUCTOR MINERO,26.0
YANQUE,CAYLLOMA,2024,4,PRODUCTOR MINERO ARTESANAL,16.0
YANQUE,CAYLLOMA,2024,5,PEQUEÑO PRODUCTOR MINERO,12.0
YANQUE,CAYLLOMA,2024,5,PRODUCTOR MINERO ARTESANAL,0.0
YANQUE,CAYLLOMA,2024,6,PEQUEÑO PRODUCTOR MINERO,23.0
YANQUE,CAYLLOMA,2024,6,PRODUCTOR MINERO ARTESANAL,0.0
YANQUE,CAYLLOMA,2024,7,PEQUEÑO PRODUCTOR MINERO,44.0
YANQUE,CAYLLOMA,2024,7,PRODUCTOR MINERO ARTESANAL,0.0
YANQUE,CAYLLOMA,2024,8,PEQUEÑO PRODUCTOR MINERO,18.0
YANQUE,CAYLLOMA,2024,8,PRODUCTOR MINERO ARTESANAL,0.0
YANQUE,CAYLLOMA,2024,9,PEQUEÑO PRODUCTOR MINERO,17.0
YANQUE,CAYLLOMA,2024,9,PRODUCTOR MINERO ARTESANAL,47.2
YANQUE,CAYLLOMA,2024,10,PEQUEÑO PRODUCTOR MINERO,51.0
YANQUE,CAYLLOMA,2024,10,PRODUCTOR MINERO ARTESANAL,52.5
YANQUE,CAYLLOMA,2024,11,PEQUEÑO PRODUCTOR MINERO,25.0
YANQUE,CAYLLOMA,2024,11,PRODUCTOR MINERO ARTESANAL,53.7
YANQUE,CAYLLOMA,2024,12,PEQUEÑO PRODUCTOR MINERO,0.0
YANQUE,CAYLLOMA,2024,12,PRODUCTOR MINERO ARTESANAL,23.0
YAUCA,CARAVELI,2022,1,PEQUEÑO PRODUCTOR MINERO,0.0
YAUCA,CARAVELI,2022,2,PEQUEÑO PRODUCTOR MINERO,0.0
YAUCA,CARAVELI,2022,3,PEQUEÑO PRODUCTOR MINERO,0.0
YAUCA,CARAVELI,2022,4,PEQUEÑO PRODUCTOR MINERO,0.0
YAUCA,CARAVELI,2022,5,PEQUEÑO PRODUCTOR MINERO,0.0
YAUCA,CARAVELI,2022,6,PEQUEÑO PRODUCTOR MINERO,0.0
YAUCA,CARAVELI,2022,7,PEQUEÑO PRODUCTOR MINERO,80.0
YAUCA,CARAVELI,2022,8,PEQUEÑO PRODUCTOR MINERO,200.0
YAUCA,CARAVELI,2022,9,PEQUEÑO PRODUCTOR MINERO,1.0
YAUCA,CARAVELI,2022,10,PEQUEÑO PRODUCTOR MINERO,0.0
YAUCA,CARAVELI,2022,11,PEQUEÑO PRODUCTOR MINERO,0.0
YAUCA,CARAVELI,2022,12,PEQUEÑO PRODUCTOR MINERO,120.0
YURA,AREQUIPA,2021,1,PEQUEÑO PRODUCTOR MINERO,7.0
YURA,AREQUIPA,2021,1,PRODUCTOR MINERO ARTESANAL,24.0
YURA,AREQUIPA,2021,1,RÉGIMEN GENERAL,413603.60000000003
YURA,AREQUIPA,2021,2,PEQUEÑO PRODUCTOR MINERO,7.0
YURA,AREQUIPA,2021,2,PRODUCTOR MINERO ARTESANAL,24.0
YURA,AREQUIPA,2021,2,RÉGIMEN GENERAL,274678.7
YURA,AREQUIPA,2021,3,PEQUEÑO PRODUCTOR MINERO,9.0
YURA,AREQUIPA,2021,3,PRODUCTOR MINERO ARTESANAL,29.0
YURA,AREQUIPA,2021,3,RÉGIMEN GENERAL,318962.5
YURA,AREQUIPA,2021,4,PEQUEÑO PRODUCTOR MINERO,9.0
YURA,AREQUIPA,2021,4,PRODUCTOR MINERO ARTESANAL,29.0
YURA,AREQUIPA,2021,4,RÉGIMEN GENERAL,244464.6
YURA,AREQUIPA,2021,5,PEQUEÑO PRODUCTOR MINERO,10.0
YURA,AREQUIPA,2021,5,PRODUCTOR MINERO ARTESANAL,29.0
YURA,AREQUIPA,2021,5,RÉGIMEN GENERAL,271624.2
YURA,AREQUIPA,2021,6,PEQUEÑO PRODUCTOR MINERO,21.0
YURA,AREQUIPA,2021,6,PRODUCTOR MINERO ARTESANAL,0.0
YURA,AREQUIPA,2021,6,RÉGIMEN GENERAL,339564.9
YURA,AREQUIPA,2021,7,PEQUEÑO PRODUCTOR MINERO,23.0
YURA,AREQUIPA,2021,7,PRODUCTOR MINERO ARTESANAL,29.0
YURA,AREQUIPA,2021,7,RÉGIMEN GENERAL,438345.9
YURA,AREQUIPA,2021,8,PEQUEÑO PRODUCTOR MINERO,24.0
YURA,AREQUIPA,2021,8,PRODUCTOR MINERO ARTESANAL,29.0
YURA,AREQUIPA,2021,8,RÉGIMEN GENERAL,234488.7
YURA,AREQUIPA,2021,9,PEQUEÑO PRODUCTOR MINERO,54.0
YURA,AREQUIPA,2021,9,PRODUCTOR MINERO ARTESANAL,24.0
YURA,AREQUIPA,2021,9,RÉGIMEN GENERAL,389558.2
YURA,AREQUIPA,2021,10,PEQUEÑO PRODUCTOR MINERO,20.0
YURA,AREQUIPA,2021,10,PRODUCTOR MINERO ARTESANAL,32.0
YURA,AREQUIPA,2021,10,RÉGIMEN GENERAL,307931.4
YURA,AREQUIPA,2021,11,PEQUEÑO PRODUCTOR MINERO,18.0
YURA,AREQUIPA,2021,11,PRODUCTOR MINERO ARTESANAL,28.0
YURA,AREQUIPA,2021,11,RÉGIMEN GENERAL,446774.5
YURA,AREQUIPA,2021,12,PEQUEÑO PRODUCTOR MINERO,21.0
YURA,AREQUIPA,2021,12,PRODUCTOR MINERO ARTESANAL,36.0
YURA,AREQUIPA,2021,12,RÉGIMEN GENERAL,333417.9
YURA,AREQUIPA,2022,1,PEQUEÑO PRODUCTOR MINERO,9.0
YURA,AREQUIPA,2022,1,PRODUCTOR MINERO ARTESANAL,1071.0
YURA,AREQUIPA,2022,1,RÉGIMEN GENERAL,316966.8
YURA,AREQUIPA,2022,2,PEQUEÑO PRODUCTOR MINERO,11.0
YURA,AREQUIPA,2022,2,PRODUCTOR MINERO ARTESANAL,805.0
YURA,AREQUIPA,2022,2,RÉGIMEN GENERAL,83832.0
YURA,AREQUIPA,2022,3,PEQUEÑO PRODUCTOR MINERO,8.0
YURA,AREQUIPA,2022,3,PRODUCTOR MINERO ARTESANAL,19.0
YURA,AREQUIPA,2022,3,RÉGIMEN GENERAL,329936.3
YURA,AREQUIPA,2022,4,PEQUEÑO PRODUCTOR MINERO,8.0
YURA,AREQUIPA,2022,4,PRODUCTOR MINERO ARTESANAL,20.0
YURA,AREQUIPA,2022,4,RÉGIMEN GENERAL,296121.9
YURA,AREQUIPA,2022,5,PEQUEÑO PRODUCTOR MINERO,23.0
YURA,AREQUIPA,2022,5,PRODUCTOR MINERO ARTESANAL,6.0
YURA,AREQUIPA,2022,5,RÉGIMEN GENERAL,411527.1
YURA,AREQUIPA,2022,6,PEQUEÑO PRODUCTOR MINERO,29.0
YURA,AREQUIPA,2022,6,PRODUCTOR MINERO ARTESANAL,25.5
YURA,AREQUIPA,2022,6,RÉGIMEN GENERAL,365198.5
YURA,AREQUIPA,2022,7,PEQUEÑO PRODUCTOR MINERO,30.0
YURA,AREQUIPA,2022,7,PRODUCTOR MINERO ARTESANAL,8.0
YURA,AREQUIPA,2022,7,RÉGIMEN GENERAL,413002.0
YURA,AREQUIPA,2022,8,PEQUEÑO PRODUCTOR MINERO,10.0
YURA,AREQUIPA,2022,8,PRODUCTOR MINERO ARTESANAL,23.0
YURA,AREQUIPA,2022,8,RÉGIMEN GENERAL,371102.8
YURA,AREQUIPA,2022,9,PEQUEÑO PRODUCTOR MINERO,14.0
YURA,AREQUIPA,2022,9,PRODUCTOR MINERO ARTESANAL,23.0
YURA,AREQUIPA,2022,9,RÉGIMEN GENERAL,250408.0
YURA,AREQUIPA,2022,10,PEQUEÑO PRODUCTOR MINERO,33.0
YURA,AREQUIPA,2022,10,PRODUCTOR MINERO ARTESANAL,37.0
YURA,AREQUIPA,2022,10,RÉGIMEN GENERAL,435982.4
YURA,AREQUIPA,2022,11,PEQUEÑO PRODUCTOR MINERO,38.0
YURA,AREQUIPA,2022,11,PRODUCTOR MINERO ARTESANAL,30.0
YURA,AREQUIPA,2022,11,RÉGIMEN GENERAL,449038.1
YURA,AREQUIPA,2022,12,PEQUEÑO PRODUCTOR MINERO,27.0
YURA,AREQUIPA,2022,12,PRODUCTOR MINERO ARTESANAL,33.0
YURA,AREQUIPA,2022,12,RÉGIMEN GENERAL,468238.8
YURA,AREQUIPA,2023,1,PEQUEÑO PRODUCTOR MINERO,15.0
YURA,AREQUIPA,2023,1,PRODUCTOR MINERO ARTESANAL,29.0
YURA,AREQUIPA,2023,1,RÉGIMEN GENERAL,330720.5
YURA,AREQUIPA,2023,2,PEQUEÑO PRODUCTOR MINERO,44.0
YURA,AREQUIPA,2023,2,PRODUCTOR MINERO ARTESANAL,3486.0
YURA,AREQUIPA,2023,2,RÉGIMEN GENERAL,86662.1
YURA,AREQUIPA,2023,3,PEQUEÑO PRODUCTOR MINERO,30.0
YURA,AREQUIPA,2023,3,PRODUCTOR MINERO ARTESANAL,1522.0
YURA,AREQUIPA,2023,3,RÉGIMEN GENERAL,350368.2
YURA,AREQUIPA,2023,4,PEQUEÑO PRODUCTOR MINERO,19.0
YURA,AREQUIPA,2023,4,PRODUCTOR MINERO ARTESANAL,13.0
YURA,AREQUIPA,2023,4,RÉGIMEN GENERAL,275984.9
YURA,AREQUIPA,2023,5,PEQUEÑO PRODUCTOR MINERO,0.0
YURA,AREQUIPA,2023,5,PRODUCTOR MINERO ARTESANAL,833.0
YURA,AREQUIPA,2023,5,RÉGIMEN GENERAL,350783.6
YURA,AREQUIPA,2023,6,PEQUEÑO PRODUCTOR MINERO,12.0
YURA,AREQUIPA,2023,6,PRODUCTOR MINERO ARTESANAL,329.0
YURA,AREQUIPA,2023,6,RÉGIMEN GENERAL,403489.4
YURA,AREQUIPA,2023,7,PEQUEÑO PRODUCTOR MINERO,0.0
YURA,AREQUIPA,2023,7,PRODUCTOR MINERO ARTESANAL,1411.0
YURA,AREQUIPA,2023,7,RÉGIMEN GENERAL,389316.6
YURA,AREQUIPA,2023,8,PEQUEÑO PRODUCTOR MINERO,37.0
YURA,AREQUIPA,2023,8,PRODUCTOR MINERO ARTESANAL,634.0
YURA,AREQUIPA,2023,8,RÉGIMEN GENERAL,325571.5
YURA,AREQUIPA,2023,9,PEQUEÑO PRODUCTOR MINERO,25.0
YURA,AREQUIPA,2023,9,PRODUCTOR MINERO ARTESANAL,0.0
YURA,AREQUIPA,2023,9,RÉGIMEN GENERAL,616366.74
YURA,AREQUIPA,2023,10,PEQUEÑO PRODUCTOR MINERO,22.0
YURA,AREQUIPA,2023,10,PRODUCTOR MINERO ARTESANAL,0.0
YURA,AREQUIPA,2023,10,RÉGIMEN GENERAL,369242.56
YURA,AREQUIPA,2023,11,PEQUEÑO PRODUCTOR MINERO,11.0
YURA,AREQUIPA,2023,11,PRODUCTOR MINERO ARTESANAL,31.2
YURA,AREQUIPA,2023,11,RÉGIMEN GENERAL,129827.0
YURA,AREQUIPA,2023,12,PEQUEÑO PRODUCTOR MINERO,47.0
YURA,AREQUIPA,2023,12,PRODUCTOR MINERO ARTESANAL,138.7
YURA,AREQUIPA,2023,12,RÉGIMEN GENERAL,228537.2
YURA,AREQUIPA,2024,1,PEQUEÑO PRODUCTOR MINERO,27.0
YURA,AREQUIPA,2024,1,PRODUCTOR MINERO ARTESANAL,0.0
YURA,AREQUIPA,2024,1,RÉGIMEN GENERAL,549792.3
YURA,AREQUIPA,2024,2,PEQUEÑO PRODUCTOR MINERO,0.0
YURA,AREQUIPA,2024,2,PRODUCTOR MINERO ARTESANAL,0.0
YURA,AREQUIPA,2024,2,RÉGIMEN GENERAL,86794.0
YURA,AREQUIPA,2024,3,PEQUEÑO PRODUCTOR MINERO,0.0
YURA,AREQUIPA,2024,3,PRODUCTOR MINERO ARTESANAL,0.0
YURA,AREQUIPA,2024,3,RÉGIMEN GENERAL,190429.0
YURA,AREQUIPA,2024,4,PEQUEÑO PRODUCTOR MINERO,32.0
YURA,AREQUIPA,2024,4,PRODUCTOR MINERO ARTESANAL,0.0
YURA,AREQUIPA,2024,4,RÉGIMEN GENERAL,375391.5
YURA,AREQUIPA,2024,5,PEQUEÑO PRODUCTOR MINERO,18.0
YURA,AREQUIPA,2024,5,PRODUCTOR MINERO ARTESANAL,27.0
YURA,AREQUIPA,2024,5,RÉGIMEN GENERAL,384889.1
YURA,AREQUIPA,2024,6,PEQUEÑO PRODUCTOR MINERO,37.0
YURA,AREQUIPA,2024,6,PRODUCTOR MINERO ARTESANAL,29.0
YURA,AREQUIPA,2024,6,RÉGIMEN GENERAL,267465.64
YURA,AREQUIPA,2024,7,PEQUEÑO PRODUCTOR MINERO,50.0
YURA,AREQUIPA,2024,7,PRODUCTOR MINERO ARTESANAL,35.0
YURA,AREQUIPA,2024,7,RÉGIMEN GENERAL,322488.6
YURA,AREQUIPA,2024,8,PEQUEÑO PRODUCTOR MINERO,42.0
YURA,AREQUIPA,2024,8,PRODUCTOR MINERO ARTESANAL,59.0
YURA,AREQUIPA,2024,8,RÉGIMEN GENERAL,412705.25
YURA,AREQUIPA,2024,9,PEQUEÑO PRODUCTOR MINERO,27.0
YURA,AREQUIPA,2024,9,PRODUCTOR MINERO ARTESANAL,471.0
YURA,AREQUIPA,2024,9,RÉGIMEN GENERAL,368354.45
YURA,AREQUIPA,2024,10,PEQUEÑO PRODUCTOR MINERO,80.0
YURA,AREQUIPA,2024,10,PRODUCTOR MINERO ARTESANAL,358.0
YURA,AREQUIPA,2024,10,RÉGIMEN GENERAL,346965.55
YURA,AREQUIPA,2024,11,PEQUEÑO PRODUCTOR MINERO,56.0
YURA,AREQUIPA,2024,11,PRODUCTOR MINERO ARTESANAL,526.0
YURA,AREQUIPA,2024,11,RÉGIMEN GENERAL,303694.18
YURA,AREQUIPA,2024,12,PEQUEÑO PRODUCTOR MINERO,0.0
YURA,AREQUIPA,2024,12,PRODUCTOR MINERO ARTESANAL,16.0
YURA,AREQUIPA,2024,12,RÉGIMEN GENERAL,285455.1
